,NAME,ROUNDS,SCORING,DRIVE_DISTANCE,FWY_%,GIR_%,SG_P,SG_TTG,SG_T,POINTS,TOP 10,1ST,MONEY,Year
160,Troy Merritt,77,71.674,287.2,60.89,63.13,.244,-.608,-.364,482,1,,"$922,707",2016
161,Greg Owen,85,71.677,297.7,59.22,69.75,-.947,.532,-.415,319,1,,"$484,955",2016
162,Andres Gonzales,80,71.681,294.7,54.55,66.17,.008,-.469,-.462,307,1,,"$579,667",2016
163,Peter Malnati,85,71.686,279.7,60.54,62.09,.491,-1.143,-.652,599,3,1,"$1,298,945",2016
164,Hiroshi Iwata,85,71.693,288.8,58.34,59.50,.154,-.775,-.621,339,1,,"$634,862",2016
165,Wes Roach,59,71.700,294.7,60.99,63.23,.299,-.615,-.316,241,,,"$342,098",2016
166,Cameron Smith,73,71.759,286.3,59.21,62.72,-.057,-.706,-.763,304,,,"$477,843",2016
167,Scott Langley,65,71.796,285.7,64.81,63.93,.045,-.639,-.594,266,,,"$380,025",2016
168,Martin Piller,59,71.813,286.6,58.97,64.33,.562,-.962,-.400,278,2,,"$570,740",2016
169,George McNeill,51,71.848,284.5,60.99,64.16,-.485,-.306,-.791,134,,,"$213,895",2016
170,Ken Duke,58,71.880,280.2,64.18,59.26,-.524,-.210,-.734,309,2,,"$773,025",2016
171,Erik Compton,65,71.884,284.7,53.64,58.64,-.019,-.679,-.698,236,,,"$247,903",2016
172,Carlos Ortiz,79,71.906,298.9,52.77,64.44,-.223,-.477,-.701,238,,,"$263,466",2016
173,J.J. Henry,68,72.019,287.3,59.33,67.51,-.237,-.475,-.711,162,,,"$280,674",2016
174,Derek Ernst,59,72.075,294.6,60.10,66.18,-.556,-.127,-.683,159,,,"$190,736",2016
175,Rhein Gibson,58,72.086,297.5,52.45,68.11,-.266,-.443,-.708,113,,,"$155,578",2016
176,Dicky Pride,55,72.102,278.9,65.86,60.90,.144,-.974,-.830,84,,,"$101,456",2016
177,Hunter Mahan,61,72.105,294.8,57.13,62.75,.291,-1.063,-.773,174,,,"$230,694",2016
178,Abraham Ancer,51,72.137,276.4,65.42,61.81,-.421,-.307,-.727,147,,,"$162,811",2016
179,Ãngel Cabrera,62,72.175,294.6,58.06,63.08,-.352,-.708,-1.061,187,,,"$277,118",2016
180,Rory Sabbatini,57,72.451,287.6,62.18,64.30,-.945,-.459,-1.403,143,,,"$150,236",2016
181,Brendon Todd,66,72.728,280.1,58.02,54.23,.462,-2.055,-1.593,60,,,"$75,772",2016
182,Robert Allenby,51,73.117,282.2,55.06,63.73,-.491,-1.459,-1.950,9,,,"$25,271",2016
183,D.H. Lee,61,73.415,280.4,60.85,60.14,.042,-1.821,-1.778,104,,,"$174,683",2016
184,Steven Bowditch,71,74.262,288.9,43.02,54.46,.131,-3.340,-3.209,192,1,,"$458,891",2016
0,Jordan Spieth,85,68.846,295.0,59.48,69.97,.278,1.649,1.988,"2,340",12,3,"$9,433,033",2017
1,Rickie Fowler,78,69.083,300.5,63.29,66.98,.852,1.062,1.875,"1,253",10,1,"$6,083,197",2017
2,Justin Thomas,86,69.359,309.3,54.09,67.33,.332,1.417,1.724,"3,000",12,5,"$9,921,560",2017
3,Marc Leishman,94,69.468,298.1,57.64,67.38,.356,1.071,1.424,"1,441",7,2,"$5,866,391",2017
4,Paul Casey,94,69.469,297.0,63.46,69.96,.133,1.399,1.537,920,9,,"$3,906,974",2017
5,Rory McIlroy,51,69.529,316.7,54.97,65.94,-.304,1.363,1.212,901,6,,"$2,430,182",2017
6,Dustin Johnson,77,69.549,314.4,56.44,69.61,.019,1.872,1.972,"1,720",8,4,"$8,732,193",2017
7,Jon Rahm,90,69.561,305.8,58.61,68.79,.256,1.588,1.871,"1,620",11,1,"$6,123,248",2017
8,Sergio Garcia,65,69.596,300.9,61.08,69.73,-.311,1.331,.941,441,3,1,"$3,522,476",2017
9,Hideki Matsuyama,83,69.624,302.9,57.61,69.14,-.345,1.469,1.058,"1,093",7,3,"$8,380,570",2017
10,Justin Rose,66,69.699,300.4,58.48,68.19,-.063,1.331,1.268,"1,080",8,,"$4,245,308",2017
11,Francesco Molinari,75,69.802,291.9,69.80,67.22,-.089,1.436,1.418,"1,247",5,,"$2,875,850",2017
12,Matt Kuchar,95,69.806,285.1,65.36,66.60,.332,.842,1.106,648,9,,"$4,282,489",2017
13,Brooks Koepka,88,69.847,310.5,54.14,62.28,.581,.450,.954,"1,040",7,1,"$5,612,397",2017
14,Patrick Cantlay,52,69.971,298.9,61.47,69.21,.159,1.111,1.269,296,4,,"$2,049,632",2017
15,Tony Finau,106,69.987,309.2,57.53,68.96,-.133,1.280,1.147,510,8,,"$2,838,629",2017
16,Kyle Stanley,104,69.989,296.5,68.55,70.39,-.309,1.259,.951,366,5,1,"$3,402,106",2017
17,Adam Scott,58,69.996,306.1,55.99,66.87,-.097,1.010,1.066,642,4,,"$1,695,144",2017
18,Bill Haas,92,70.011,292.3,58.05,67.28,.055,.759,.763,"1,260",4,,"$2,842,173",2017
19,Webb Simpson,102,70.018,286.2,65.51,65.26,.049,.875,.945,527,6,,"$3,209,646",2017
20,Russell Henley,99,70.027,297.6,62.79,67.32,.434,.499,.917,792,5,1,"$3,413,876",2017
21,Ian Poulter,72,70.045,283.5,62.55,64.46,.025,.911,.936,985,2,,"$2,098,346",2017
22,Brandt Snedeker,53,70.055,280.8,61.98,66.06,.572,.463,.862,663,4,,"$1,625,806",2017
23,Jason Day,71,70.115,306.3,53.73,63.98,.354,.765,1.109,514,5,,"$2,978,181",2017
24,Daniel Berger,91,70.121,296.5,60.02,66.93,.149,.830,1.032,556,6,1,"$4,287,161",2017
25,Lucas Glover,93,70.139,298.1,65.31,70.08,-.026,.980,.933,"1,085",4,,"$1,955,822",2017
26,Xander Schauffele,96,70.163,306.3,57.68,67.74,.402,.382,.724,"2,151",4,2,"$4,312,674",2017
27,Phil Mickelson,85,70.168,293.5,55.05,62.85,.337,.711,1.048,"1,268",5,,"$2,102,599",2017
28,Charl Schwartzel,63,70.211,298.4,53.59,61.69,.257,.583,.803,"1,081",3,,"$2,156,036",2017
29,Stewart Cink,93,70.213,295.8,54.15,68.54,.286,.706,1.043,958,3,,"$1,463,922",2017
30,Louis Oosthuizen,69,70.220,295.2,59.98,65.13,.530,.740,1.179,"1,321",4,,"$3,105,422",2017
31,Chez Reavie,98,70.244,284.8,70.53,66.91,.417,.371,.762,"1,151",4,,"$1,819,207",2017
32,Pat Perez,93,70.250,290.6,61.46,66.04,.346,.535,.877,596,6,1,"$4,361,400",2017
33,Jason Dufner,89,70.259,294.5,63.30,67.15,-.001,.682,.734,287,2,1,"$3,310,341",2017
34,Kevin Kisner,105,70.294,288.7,67.00,66.43,.388,.694,1.148,901,8,1,"$4,766,936",2017
35,Charley Hoffman,112,70.351,298.3,57.72,66.13,-.012,.839,.780,473,7,,"$4,161,008",2017
36,Charles Howell III,86,70.371,296.9,54.72,67.01,.172,.320,.492,"1,134",5,,"$2,606,383",2017
37,Graham DeLaet,82,70.376,301.1,63.68,68.57,.291,.477,.768,650,6,,"$1,603,666",2017
38,Jamie Lovemark,98,70.391,304.5,56.54,65.94,-.017,.746,.709,919,4,,"$1,886,972",2017
39,Zach Johnson,81,70.393,286.8,66.54,64.16,.417,.169,.584,"1,017",4,,"$2,362,968",2017
40,Kevin Na,86,70.399,283.6,60.46,65.46,.265,.635,.755,"1,073",5,,"$1,728,351",2017
41,Brian Harman,104,70.402,289.6,62.07,63.19,.600,.013,.581,364,7,1,"$4,396,470",2017
42,Luke List,102,70.428,311.5,55.63,69.10,-.426,1.117,.691,"1,011",3,,"$1,813,219",2017
43,Bud Cauley,92,70.432,296.0,59.83,67.38,-.273,.835,.561,816,5,,"$1,553,685",2017
44,Keegan Bradley,104,70.437,299.4,66.23,68.93,-.216,.792,.629,"1,029",5,,"$1,940,478",2017
45,Martin Laird,83,70.450,296.1,64.82,65.61,.253,.590,.811,937,5,,"$1,759,706",2017
46,Patrick Reed,107,70.453,295.3,56.52,62.09,.577,.356,.893,416,4,,"$3,055,111",2017
47,Gary Woodland,94,70.482,306.9,58.90,69.35,-.381,1.051,.692,321,5,,"$2,980,225",2017
48,Sung Kang,104,70.496,296.4,59.65,66.07,.154,.325,.478,899,3,,"$1,943,309",2017
49,Brendan Steele,89,70.503,299.9,62.28,67.29,-.013,.889,.770,"1,292",4,1,"$2,907,095",2017
50,Chad Campbell,97,70.509,285.6,67.21,69.07,-.286,.691,.405,630,3,,"$1,329,941",2017
51,Seamus Power,86,70.543,298.1,53.27,65.63,.174,.364,.538,350,1,,"$646,180",2017
52,Adam Hadwin,98,70.583,290.7,62.85,64.89,.409,.170,.640,362,5,1,"$3,455,012",2017
53,Brian Gay,82,70.585,278.7,65.47,63.53,.451,-.168,.282,426,3,,"$942,372",2017
54,Hudson Swafford,94,70.618,305.1,60.27,68.21,-.005,.319,.314,"1,244",4,1,"$2,246,090",2017
55,Graeme McDowell,56,70.629,279.0,69.15,62.55,.563,-.027,.572,331,,,"$639,770",2017
56,J.B. Holmes,83,70.660,306.4,49.75,62.19,-.032,.637,.521,543,2,,"$1,353,584",2017
57,Shane Lowry,52,70.667,295.1,64.86,67.53,.479,.543,1.088,361,1,,"$831,411",2017
58,Nick Watney,75,70.685,300.9,55.67,66.43,-.113,.284,.171,386,1,,"$824,162",2017
59,Rafa Cabrera Bello,63,70.693,291.0,60.33,62.60,.473,-.414,.101,880,4,,"$1,934,675",2017
60,Robert Streb,98,70.700,294.3,57.58,65.19,.003,.075,.078,861,3,,"$1,588,287",2017
61,Ollie Schniederjans,92,70.704,300.7,51.89,66.03,-.019,.402,.383,897,5,,"$1,935,669",2017
62,Michael Kim,94,70.707,289.6,59.71,65.68,.229,.017,.247,483,1,,"$1,018,204",2017
63,Robert Garrigus,78,70.712,300.7,59.52,69.52,-.456,.709,.253,448,3,,"$880,905",2017
64,Matt Jones,64,70.719,302.6,57.09,63.10,.170,.108,.278,248,,,"$510,622",2017
65,Ryan Moore,82,70.741,288.0,67.90,65.05,-.017,.319,.301,859,2,,"$1,751,851",2017
66,David Lingmerth,79,70.755,289.8,62.12,62.83,.484,-.095,.373,546,1,,"$1,070,754",2017
67,Russell Knox,75,70.765,288.0,67.09,66.58,-.349,.208,-.144,687,4,,"$1,643,924",2017
68,Kevin Chappell,95,70.779,304.7,57.61,65.05,-.303,.820,.459,352,5,1,"$3,149,615",2017
69,Emiliano Grillo,90,70.798,293.0,65.29,67.06,-.173,.600,.455,812,2,,"$1,567,015",2017
70,Anirban Lahiri,72,70.799,297.0,59.82,63.43,-.336,.149,-.186,989,3,,"$1,944,289",2017
71,Sean O'Hair,84,70.801,297.2,59.91,66.19,.107,.270,.422,877,5,,"$1,873,856",2017
72,Scott Stallings,81,70.811,297.6,57.04,67.89,-.320,.339,.020,482,3,,"$955,337",2017
73,Chris Stroud,67,70.815,286.8,65.70,66.20,-.126,.139,.013,627,3,1,"$1,308,445",2017
74,Nick Taylor,97,70.817,291.6,61.66,66.14,-.191,.342,.151,554,4,,"$1,255,259",2017
75,Luke Donald,50,70.831,278.5,56.50,61.92,.704,-.657,.047,456,1,,"$958,850",2017
76,Billy Horschel,88,70.832,299.5,59.80,68.19,.084,-.028,.138,"1,086",4,1,"$2,697,960",2017
77,Harris English,84,70.848,301.2,49.80,63.73,.374,-.355,.017,397,2,,"$864,959",2017
78,John Huh,92,70.851,287.1,64.09,65.78,.124,-.026,.099,382,2,,"$767,575",2017
79,Danny Lee,93,70.860,291.1,62.72,66.10,.247,.078,.325,697,4,,"$1,611,331",2017
80,Branden Grace,70,70.862,290.6,58.19,66.20,-.248,.493,.283,640,2,,"$1,315,054",2017
81,Ryan Blaum,100,70.866,284.1,60.94,65.28,.334,-.286,.047,451,2,,"$962,768",2017
82,Bryson DeChambeau,91,70.866,299.1,58.04,65.77,-.193,.423,.243,"1,017",2,1,"$1,817,054",2017
83,Kevin Tway,96,70.868,309.2,52.48,64.71,.261,.172,.433,740,3,,"$1,472,613",2017
84,Kevin Streelman,90,70.873,294.0,66.01,66.67,-.281,.450,.169,617,2,,"$1,313,327",2017
85,Brandon Hagy,85,70.875,312.7,52.46,64.50,.109,.184,.293,419,1,,"$861,227",2017
86,Camilo Villegas,76,70.881,288.7,54.37,61.88,.400,-.182,.218,542,2,,"$971,420",2017
87,Rory Sabbatini,71,70.883,291.6,64.91,67.35,-.357,.482,.125,375,1,,"$741,617",2017
88,Martin Flores,88,70.885,300.6,52.79,70.64,.242,-.257,-.015,461,2,,"$830,057",2017
89,Byeong Hun An,77,70.887,299.9,56.76,64.52,-.375,1.009,.617,468,3,,"$1,236,090",2017
90,Cameron Smith,86,70.909,292.6,56.26,63.14,.084,.418,.502,"1,065",4,1,"$2,123,216",2017
91,Sam Saunders,76,70.921,293.6,64.69,65.24,.138,-.068,.071,354,2,,"$678,117",2017
92,James Hahn,96,70.925,293.9,63.14,66.09,.036,.223,.260,801,4,,"$1,841,314",2017
93,Jim Herman,77,70.931,292.5,69.02,68.07,-.127,.495,.368,565,2,,"$1,205,632",2017
94,Scott Brown,95,70.932,289.0,63.89,64.35,.276,-.344,-.068,951,2,,"$1,748,324",2017
95,Tim Wilkinson,64,70.950,279.5,65.68,63.98,.009,-.062,-.053,233,,,"$411,459",2017
96,Ben Martin,86,70.954,291.7,63.67,66.60,-.044,.208,.163,378,2,,"$850,319",2017
97,Seung-Yul Noh,91,70.955,298.5,53.09,65.58,.244,-.058,.186,446,3,,"$1,080,706",2017
98,Jason Kokrak,95,70.961,305.7,59.26,66.97,-.405,.565,.073,649,1,,"$1,173,708",2017
99,Whee Kim,74,70.964,289.4,54.32,62.09,.443,-.688,-.232,583,2,,"$1,125,368",2017
100,Ryan Armour,63,70.965,278.8,72.73,69.96,-.029,.136,.107,222,1,,"$443,006",2017
101,Harold Varner III,101,70.966,302.4,59.61,67.68,-.402,.511,.109,574,1,,"$918,779",2017
102,J.T. Poston,95,70.982,294.8,59.24,65.69,-.117,.178,.079,340,1,,"$662,565",2017
103,Shawn Stefani,72,70.983,294.0,60.53,67.48,-.057,.014,-.043,188,1,,"$404,377",2017
104,J.J. Spaun,92,70.999,291.5,65.11,67.12,-.027,-.045,-.072,541,3,,"$1,122,611",2017
105,Zac Blair,105,71.007,272.7,69.70,64.70,.035,-.078,-.044,364,1,,"$788,352",2017
106,Trey Mullinax,88,71.027,308.8,53.26,66.24,-.057,-.138,-.184,330,1,,"$758,141",2017
107,Cameron Percy,71,71.030,292.5,60.18,69.91,-.205,.123,-.082,291,1,,"$623,694",2017
108,Mackenzie Hughes,106,71.044,294.3,59.63,64.74,.492,-.320,.172,"1,257",2,1,"$2,355,553",2017
109,Vaughn Taylor,90,71.044,282.4,68.28,66.67,.139,-.033,.106,413,,,"$797,385",2017
110,Jhonattan Vegas,95,71.054,300.8,57.28,65.91,-.413,.555,.174,384,4,1,"$2,944,738",2017
111,Geoff Ogilvy,80,71.056,286.5,62.59,65.51,.043,-.195,-.152,450,1,,"$867,249",2017
112,Wesley Bryan,95,71.062,279.6,57.89,60.92,.340,-.134,.167,"1,092",5,1,"$2,495,751",2017
113,Grayson Murray,94,71.064,308.2,56.01,63.95,-.082,.146,.064,816,2,1,"$1,468,728",2017
114,Jim Furyk,54,71.071,270.1,70.75,65.72,.187,-.110,-.023,232,1,,"$558,097",2017
115,Ben Crane,86,71.091,278.5,67.97,65.68,-.155,-.068,-.223,281,1,,"$618,483",2017
116,David Hearn,93,71.107,281.0,66.75,64.71,-.052,-.044,-.096,359,2,,"$800,710",2017
117,Morgan Hoffmann,92,71.107,293.9,60.39,63.57,.078,-.138,-.060,632,1,,"$1,278,568",2017
118,C.T. Pan,88,71.109,287.1,63.68,67.53,-.013,-.062,-.084,594,3,,"$1,267,649",2017
119,Andres Gonzales,73,71.112,299.2,55.75,67.71,.023,-.003,.020,226,1,,"$422,078",2017
120,Ryan Palmer,61,71.116,303.1,56.94,65.90,-1.159,.985,-.127,336,3,,"$772,560",2017
121,William McGirt,89,71.151,284.8,70.06,67.23,-.025,-.049,-.067,621,3,,"$1,225,005",2017
122,Jimmy Walker,68,71.155,295.7,55.97,63.75,.135,.197,.355,439,1,,"$1,101,162",2017
123,Blayne Barber,77,71.163,291.2,61.62,67.61,.402,-.389,.013,381,1,,"$823,082",2017
124,J.J. Henry,92,71.164,294.1,62.58,69.44,-.430,.258,-.172,365,2,,"$734,874",2017
125,Richy Werenski,81,71.171,291.2,65.92,67.42,.000,-.223,-.223,455,3,,"$890,262",2017
126,Bubba Watson,71,71.175,305.6,59.58,63.02,-.187,.287,.116,658,4,,"$1,223,129",2017
127,Billy Hurley III,80,71.176,276.9,60.57,63.61,.374,-.263,.110,333,1,,"$719,579",2017
128,Tag Ridings,67,71.176,301.6,58.18,65.91,.203,-.173,.030,237,1,,"$489,927",2017
129,Ryan Brehm,83,71.178,310.5,51.13,67.50,-.149,-.031,-.160,188,,,"$396,258",2017
130,Tyrone Van Aswegen,105,71.181,287.2,59.79,66.38,-.320,.103,-.217,407,1,,"$806,410",2017
131,Daniel Summerhays,100,71.197,286.9,62.69,63.02,.110,-.049,.146,348,1,,"$826,124",2017
132,Michael Thompson,60,71.207,284.8,61.72,63.69,.840,-1.013,-.173,278,1,,"$568,991",2017
133,Ricky Barnes,100,71.221,284.9,54.32,63.53,.260,-.286,-.027,324,,,"$697,624",2017
134,Scott Piercy,70,71.235,295.1,59.32,66.84,-.526,.267,-.214,532,4,,"$1,317,452",2017
135,Chris Kirk,89,71.255,287.0,63.93,66.73,-.074,-.155,-.228,562,3,,"$1,216,047",2017
136,SebastiÃ¡n MuÃ±oz,51,71.263,296.0,54.45,63.15,.358,-.188,.169,241,1,,"$563,900",2017
137,Jonas Blixt,74,71.283,288.8,60.10,61.51,.536,-.877,-.341,631,1,1,"$1,408,288",2017
138,D.A. Points,68,71.315,278.1,65.83,66.83,-.478,.071,-.406,457,1,1,"$893,700",2017
139,Tom Hoge,54,71.326,285.1,55.99,66.06,.019,-.293,-.274,187,2,,"$373,092",2017
140,JuliÃ¡n Etulain,68,71.338,293.5,63.34,66.75,.078,-.385,-.307,220,1,,"$448,214",2017
141,Cameron Tringale,89,71.343,280.9,58.15,64.39,.125,-.265,-.140,337,3,,"$792,814",2017
142,SÃ¸ren Kjeldsen,58,71.390,273.6,69.21,62.02,.473,-.655,-.182,283,1,,"$722,913",2017
143,Troy Merritt,82,71.398,289.8,60.79,64.71,-.017,-.119,-.146,265,1,,"$569,682",2017
144,Peter Malnati,91,71.399,282.3,63.10,62.48,.451,-.635,-.184,182,,,"$358,541",2017
145,Retief Goosen,52,71.425,291.8,57.79,63.89,-.425,.035,-.390,205,1,,"$414,363",2017
146,Johnson Wagner,71,71.429,288.1,63.18,66.93,.120,-.456,-.336,321,2,,"$685,306",2017
147,Smylie Kaufman,76,71.432,304.8,54.79,65.26,-.137,-.040,-.177,316,1,,"$784,758",2017
148,Patrick Rodgers,76,71.432,306.3,52.90,65.84,-.066,-.650,-.716,649,3,,"$1,346,322",2017
149,Alex Cejka,85,71.461,282.1,67.19,66.45,-.359,-.093,-.452,276,1,,"$618,171",2017
150,Boo Weekley,75,71.476,289.9,71.67,68.65,-.954,.630,-.323,173,1,,"$416,929",2017
151,Aaron Baddeley,61,71.483,292.6,52.25,62.57,.044,-.216,-.172,325,2,,"$755,356",2017
152,Gonzalo Fernandez-CastaÃ±o,63,71.484,292.1,53.26,62.20,.489,-.567,-.078,118,,,"$258,162",2017
153,Dominic Bozzelli,69,71.490,294.4,56.57,61.97,-.033,-.417,-.449,394,3,,"$868,519",2017
154,Kelly Kraft,75,71.491,291.9,60.06,63.15,-.157,-.524,-.681,684,3,,"$1,638,045",2017
155,Mark Anderson,54,71.500,283.8,59.97,65.60,-.016,-.309,-.325,98,1,,"$188,806",2017
156,Spencer Levin,89,71.516,279.0,67.82,65.56,.030,-.430,-.400,201,1,,"$469,730",2017
157,Derek Fathauer,81,71.568,286.5,55.49,62.81,.094,-.740,-.647,408,2,,"$898,491",2017
158,Steve Wheatcroft,51,71.577,280.5,68.24,60.99,.479,-.641,-.162,138,1,,"$309,518",2017
159,Cody Gribble,79,71.581,297.2,54.77,62.70,.461,-.985,-.524,614,2,1,"$1,305,554",2017
160,Kyle Reifers,96,71.587,286.1,65.15,65.97,-.276,-.143,-.418,241,,,"$454,570",2017
161,Patton Kizzire,84,71.598,293.0,52.54,63.52,-.103,-.475,-.578,519,3,,"$1,110,395",2017
162,FabiÃ¡n GÃ³mez,61,71.610,285.1,61.81,64.69,-.006,-.402,-.407,168,,,"$332,352",2017
163,K.J. Choi,72,71.618,282.2,66.23,63.05,.176,-.439,-.264,143,,,"$292,716",2017
164,Steven Alker,69,71.638,276.9,67.54,65.17,-.309,-.103,-.412,121,,,"$218,681",2017
165,Jonathan Randolph,68,71.642,287.2,62.67,62.71,-.076,-.386,-.506,221,1,,"$511,032",2017
166,Brian Stuard,93,71.720,272.3,71.49,63.59,-.137,-.296,-.343,285,,,"$588,806",2017
167,Greg Chalmers,75,71.758,278.0,59.80,59.86,.316,-.850,-.533,156,,,"$344,631",2017
168,Chad Collins,66,71.770,281.4,59.31,60.93,.079,-.533,-.454,305,2,,"$693,743",2017
169,Roberto Castro,70,71.808,280.2,66.20,63.89,-.447,-.038,-.479,164,,,"$367,362",2017
170,Hunter Mahan,73,71.811,294.5,63.40,64.55,.268,-.837,-.568,130,,,"$277,235",2017
171,Bryce Molder,74,71.817,277.0,57.60,61.79,.383,-1.229,-.846,109,,,"$216,892",2017
172,Brad Fritsch,56,71.855,288.3,56.40,64.21,-.596,-.122,-.719,74,,,"$166,440",2017
173,Rod Pampling,71,71.861,287.8,60.83,64.01,-.518,-.158,-.677,660,1,1,"$1,539,422",2017
174,Mark Hubbard,81,71.871,282.7,60.41,65.39,-.200,-.502,-.702,124,,,"$267,968",2017
175,Brian Campbell,55,71.924,296.0,58.20,63.29,.385,-.812,-.428,132,,,"$237,537",2017
176,Rick Lamb,54,71.978,298.0,64.81,66.89,-.254,-.570,-.824,269,1,,"$524,372",2017
177,Ryo Ishikawa,56,71.990,288.8,51.92,63.29,-.204,-.928,-1.132,148,1,,"$319,748",2017
178,Ken Duke,77,72.078,274.2,68.62,63.69,-.452,-.435,-.887,98,,,"$225,907",2017
179,Brett Stegmaier,78,72.115,288.7,64.66,66.74,-.514,-.751,-1.265,131,,,"$271,031",2017
180,Brett Drewitt,57,72.130,286.4,60.73,64.78,-.457,-.578,-1.035,95,,,"$184,388",2017
181,Jason Bohn,75,72.133,275.9,63.67,63.15,-.133,-1.007,-1.141,73,,,"$165,910",2017
182,Ernie Els,52,72.179,283.6,54.48,56.60,.458,-1.036,-.685,50,,,"$155,926",2017
183,Nicholas Lindheim,58,72.205,287.1,56.19,65.67,.336,-1.621,-1.285,93,,,"$175,107",2017
184,Si Woo Kim,80,72.253,288.4,55.92,58.84,-.392,-.780,-1.222,956,2,1,"$2,681,177",2017
185,Miguel Angel Carballo,63,72.363,288.1,63.61,64.91,-.320,-1.038,-1.358,81,,,"$186,623",2017
186,Carl Pettersson,63,72.419,280.2,51.94,57.91,.172,-1.456,-1.283,74,,,"$164,621",2017
187,Matt Every,76,72.671,297.7,48.41,60.16,-.272,-1.182,-1.454,175,,,"$351,412",2017
188,Andrew Loupe,55,72.803,311.3,45.93,59.83,-.242,-1.175,-1.416,105,1,,"$273,070",2017
189,Steven Bowditch,59,74.400,287.3,45.37,53.54,-.150,-2.739,-2.889,9,,,"$24,650",2017
